AAPL,Apple's self-driving car involved in accident-California DMV,Apple expected to unveil new iPhone models on September 12,"US STOCKS-Trade uncertainties bog down Wall St, Apple offers some relief","US STOCKS-Wall St sluggish on trade concerns; Apple, Amazon lift Nasdaq"
AMZN,Senate cancels postal service hearing; Trump's Amazon crusade delayed,"US STOCKS-Wall St sluggish on trade concerns; Apple, Amazon lift Nasdaq","As Tesla shares fall, Amazon takes over as most shorted U.S. stock"
GOOGL,Republican senator asks FTC to examine Google ads
