AAPL,"BRIEF-Qualcomm Qtrly GAAP Shr Loss $4.03, Reflecting Tax Reform, European Commission Fine",BRIEF-Qualcomm Filed Three Additional Complaints Against Apple,U.S. agencies probe Apple over slowing iPhones: Bloomberg,Apple supplier Wistron nears land deal in India: sources
AMZN,Retailer Leclerc eyes Paris food delivery service to counter Amazon threat,"Amazon, Berkshire, JPMorgan partner to cut U.S. healthcare costs",Health investors roll out unwelcome mat for Amazon's arrival
GOOGL,Google aims to get 'diverse perspectives' into search results
