AAPL,Apple must defend against some claims over slow iPhones
AMZN,"Amazon raises minimum wage to $15, urges rivals to follow",Amazon raises minimum wage rates in Britain,Senator Bernie Sanders applauds Amazon for wage hike,Amazon raises minimum wage rates in Britain,Amazon to raise minimum wage to $15 for U.S. employees
