AAPL,"Italian watchdog fines Apple, Samsung over software updates",Apple boss takes aim at 'weaponization' of customer data,Apple boss takes aim at 'weaponisation' of customer data,"Italian watchdog fines Apple, Samsung over software updates"
AMZN,"Snap hires Amazon, HuffPost executives to fill big roles",Snap hires Amazon executive as chief business officer - CNBC
GOOGL,"Google, Facebook executives meet with UK government over no-deal Brexit - Telegraph",Senators question Google's tardy disclosure of user data exposure,Two Democrats say Google+ data exposure may violate FTC consent decree
