AAPL,Apple and Nokia see deeper partnership after ending patent dispute,Apple and Nokia see deeper partnership after ending patent dispute,India offers tax concessions to Apple to expand production: official,"Huawei narrows gap with Samsung, Apple in smartphone sales: Gartner"
AMZN,BRIEF-Nippon Express and Amazon.com to start a logistics service to let small and midsize businesses export products to the U.S- Nikkei,BRIEF-Amazon.Com introduces wedding shop from Handmade at Amazon,BRIEF-Giglio Group concludes agreement with Amazon in Europe for Nautical Channel
