AAPL,BRIEF-Appaloosa Dissolves Share Stake In Apple Inc,"BRIEF-Greenlight Capital Inc Cuts Share Stake In Apple, CNX Resources","Berkshire Hathaway doubles Teva bet, confirms Apple purchases","BRIEF-Jana Partners LLC Takes Sole Share Stake In Apple, Dissolves Sole Share Stake In Facebook","Apple supplier Foxconn's first quarter profit dives below estimates, shares fall",Japan Display posts record annual net loss
AMZN,Amazon to open checkout-free stores in Chicago and San Francisco,"Seattle passes scaled-back tax on Amazon, big companies",BRIEF-Amazon Is Moving Into Blockchain By Partnering With Start-Up Called Kaleido - CNBC,"BRIEF-Temasek Holdings Cuts Share Stake In Goldman Sachs, Morgan Stanley, Amazon",Amazon adopts new policy to promote board diversity
GOOGL,"BRIEF-Tiger Global Dissolves Stake In Alphabet, Takes Stake in Twitter"
