AAPL,UPDATE 2-EU takes Ireland to court for not claiming Apple tax windfall,"France's Macron's applauds EU efforts to recover tax from Apple, Amazon","France's Macron's applauds EU efforts to recover tax from Apple, Amazon",India gives blessing to Oppo stores as focus turns to Apple,Ireland says EU action over 13 billion euro Apple tax bill 'regrettable',RPT-EU takes Ireland to EU court over 13 bln euro Apple tax bill,EU takes Ireland to EU court over 13 bln euro Apple tax bill
AMZN,UPDATE 1-Poste Italiane says parcel strike hitting it hard,EU orders Amazon to repay $295 million in Luxembourg back taxes,French retailer Leclerc approached by Amazon over logistics partnership,"BRIEF-Alexa and the all-new Echo, Echo Plus, and Echo Dot now available in India",RPT-EU orders Amazon to pay back 250 mln euros in taxes to Luxembourg
GOOGL,UPDATE 1-Alphabet unit nears deal for Toronto waterfront development -WSJ,Alphabet unit nears deal for Toronto waterfront development -WSJ,BRIEF-Alphabet's Google launches slew of new products headlined by Google Pixel 2
