AAPL,Apple's Cook tells MIT graduates: temper technology with humanity,Apple dips after report that future iPhone modems could lag rivals,"EU antitrust regulators to investigate $38 billion Qualcomm, NXP deal",Apple's first TV series shows what it takes to build an app,Apple debuts HomePod speaker to bring Siri into the living room,AAC Technologies says CITIC Bank to provide $1.5 bln credit line
AMZN,"BRIEF-Amazon to create more than 1,500 jobs at fulfillment center in North Haven"
GOOGL,SoftBank to buy robotics businesses from Alphabet Inc,SoftBank unit agrees to buy Boston Dynamics from Alphabet Inc,BRIEF-SoftBank announces agreement to acquire Boston Dynamics
