AAPL,Apple nears TV deal with Spielberg for 'Amazing Stories',"Apple inks content deal with Spielberg, NBCUniversal -WSJ",BRIEF-Apple signs content deal with Steven Spielberg - WSJ,U.S. top court asks Justice Department for views in Apple antitrust case,U.S. top court asks Justice Dept. for views in Apple antitrust case
AMZN,Federal judge dismisses Amazon warehouse manager's wage-and-hour claims,"Wal-Mart sees 40 percent online sales growth next year, shares rise"
