AAPL,Apple shares flirt with correction territory,Apple shares flirt with correction territory,Exclusive: Toshiba tells banks chip deal delayed as Apple yet to approve
AMZN,"Amazon signs up ""Gilmore Girls"" creator to make original shows",BRIEF-‍Amazon Studios closed exclusive first-look production deal with Casey Affleck's Sea Change Media,BRIEF-Amazon Web Services to open data centers in Middle East by early 2019
