AAPL,"US STOCKS-Apple, Amazon lead Wall St higher","US STOCKS SNAPSHOT-Wall St opens higher on Apple, Amazon boost","US STOCKS-Apple, Amazon set to boost Wall St higher at the open"
AMZN,"Amazon turns to toys, home goods in latest brick-and-mortar trial","US STOCKS SNAPSHOT-Wall St opens higher on Apple, Amazon boost"
