AMZN,Sears shares soar on Amazon tie-up; CEO says still not over 'hump',Amazon rolls out model 'smart' homes for U.S. shoppers to try out Alexa,Deals of the day-Mergers and acquisitions,Amazon to let customers install tires at Sears stores,"BRIEF-Sears Auto Centers Says Working With Amazon To Provide Tire Installation, Balancing Service For Customers","BRIEF-LiveXLive Launches OTT Streaming App On Roku, Amazon Fire TV And Apple TV Devices"
GOOGL,"Alphabet, Intel, FedEx, AT&T among drone pilot winners: universities",White House to hold artificial intelligence meeting with companies
