AAPL,S&P 500 tech index edges toward $5 trillion while Apple steals spotlight,Viewsroom: Apple starts iPhone birthday bash early,BRIEF-Apple files for six-part notes offering; size not disclosed - SEC filing,Next iPhone is key to Apple's future in China,Imagination Tech starts dispute process with Apple,Imagination Tech starts dispute process with Apple,Apple to create $1 billion U.S. advanced manufacturing fund
AMZN,Wal-Mart files patent for Amazon Dash rival,EU accepts Amazon e-book commitments to settle antitrust case,BRIEF-Cathy Beaudoin stepping down as Amazon Fashion's President- spokeswoman,EU accepts Amazon e-book commitments to settle antitrust case,EU accepts Amazon e-book commitments to settle antitrust case,Amazon launches fresh grocery service in German cities
GOOGL,Google to pay $334 million to settle Italian tax dispute,Spam campaign targets Google users with malicious link
