AAPL,"Apple to build Iowa data center, get $207.8 million in incentives"
AMZN,"Amazon to cut Whole Foods prices, escalating grocery turf war",BRIEF-Whole Foods to offer lower prices on selected products starting Aug 28,Amazon to complete acquisition of Whole Foods on Monday,"Amazon deal for Whole Foods wins U.S. regulatory, shareholder approvals"
