AAPL,"Apple, Amazon, Google partner to make smart home devices more compatible","Apple, Amazon, Google partner to make smart home devices more compatible"
AMZN,"Apple, Amazon, Google partner to make smart home devices more compatible","Apple, Amazon, Google partner to make smart home devices more compatible",FedEx cuts 2020 profit forecast - again - as seven-day delivery costs weigh
