AAPL,Apple to gain unconditional EU approval for Shazam buy: sources,EU set to clear Apple's bid for music app Shazam - sources,Apple supplier AAC Tech posts first profit drop in four years on weak phone market,REFILE-iPhone parts supplier AAC reports rare fall in quarterly profit
AMZN,"Amazon starts selling fashion, sportswear in Brazil"
