AAPL,Apple Pay in EU antitrust spotlight as regulators seek details,Apple Pay in EU antitrust spotlight as regulators seek details,Apple's star-studded 'The Morning Show' joins #MeToo conversation
AMZN,Amazon drops grocery delivery fee as competitors close in,Amazon makes grocery delivery service free for U.S. Prime members,Amazon could challenge loss of $10 billion Pentagon cloud deal as early as next week
GOOGL,Australian regulator files privacy suit against Google alleging location data misuse
