AAPL,Qualcomm hangs on to most Apple gains after earnings report,Apple's upbeat forecast pushes market value back toward $1 trillion,Wall Street drops after Fed chair dampens rate-cut hopes,"World stocks fall, dollar gains on Powell comments","GLOBAL MARKETS-Stocks higher, dollar weaker in wake of Fed statement",US STOCKS-Wall St adds a bit to gains after Fed statement citing ongoing economic growth,"GLOBAL MARKETS-Apple results boost stocks, dollar dips",US STOCKS-S&P 500 at record high as Apple powers rally ahead of Fed decision,US STOCKS-Apple lifts S&P 500 to new record high ahead of Fed decision,Apple results beat sets eyes back on $1 trillion,US STOCKS SNAPSHOT-S&P 500 opens at record high as Apple powers rally,US STOCKS-Wall St set for strong open as investors cheer Apple results,GLOBAL MARKETS-Apple magic extends global equities' months-long rally,US STOCKS-Futures bounce as investors cheer Apple results,"Apple optimistic as accessories, iPhone price cuts help China sales","In streaming wars, Apple says it can coexist with Netflix"
AMZN,XPO profit falls less than expected after Amazon.com reduced business,XPO profit falls less than expected after Amazon reduced business,RPT-Amazon dismisses idea automation will eliminate all its warehouse jobs soon,Amazon dismisses idea automation will eliminate all its warehouse jobs soon,Amazon opens its platform to local retail market in Israel,"Google's competition for advertising heats up from Amazon, rival platforms"
