AMZN,Amazon expands Echo lineup in bid to defend Alexa edge,BRIEF-Amazon introduces Amazon Fire Tv​,"BRIEF-Amazon's Alexa to be available in BMW, MINI vehicles","Amazon announces new Echo devices, voice aide Alexa coming to BMW",BRIEF-Yamato apparently convinces Amazon to pay at least 40 pct more for shipping in Japan - Nikkei,Amazon says Google has pulled YouTube from Echo Show device in tech face-off,BRIEF-Dabur India says partnered with Amazon to expand in U.S.,BRIEF-Batelco completes negotiation with Amazon
GOOGL,"U.S. lawmakers ask Facebook, Twitter for information on anti-fracking ads"
