AAPL,Breakingviews - Apple cash and services salve iPhone worries,Apple sees sales largely below Wall St as iPhone demand weak,"Smartphone screen maker Corning beats revenue, profit estimates","Smartphone screen maker Corning beats revenue, profit estimates",Apple to patch privacy bug in video-calling feature,"Apple Watch, using Aetna client data, wants to help you be healthy",Apple to patch privacy bug in video calling feature
AMZN,"BUZZ-Amazon shipping: Analyst says better to buy than build, eyes FedEx, UPS"
