AAPL,"BRIEF-Apple Plans To Launch Its Own News Subscription Offering - Bloomberg, Citing Sources"
AMZN,BRIEF-Amazon Launches The International Shopping Experience In The Amazon Shopping App,BRIEF-KBS Fashion Announces Signing Of Cooperative Agreement To Open Amazon And Alibaba Express Online Stores,Exclusive: Amazon in talks with airline Azul for shipping in Brazil - sources,"BRIEF-Casino keeps 2018 goals, no talks with Amazon in Brazil"
GOOGL,ZTE may lose Android software license under U.S. order: source,ZTE may lose Android software license under U.S. order -source
