AMZN,"BRIEF-Robo 3D reached agreement with Best Buy, Staples and Amazon Canada"
GOOGL,Uber says its self-driving technology differs from Waymo's,YouTube tweaks ad strategy to curb content stealing,Uber says its self-driving technology differs from Waymo's
