AAPL,Apple Music's U.S. subscriber count overtakes Spotify: source
AMZN,RPT-U.S. blocks Amazon efforts to stop shareholder votes on facial recognition,U.S. blocks Amazon efforts to stop shareholder votes on facial recognition,Jeff Bezos keeps Amazon voting power in divorce settlement
GOOGL,Google to pull plug on AI ethics council,Google to pull plug on AI ethics council - Vox
