GM,"GM says ISS advises against Greenlight share plan, board nominees","GM says ISS advises against Greenlight share plan, board nominees"
NFLX,BRIEF-Calstrs urges Netflix shareholders to vote for proposal to adopt a majority vote standard for director elections
T,BRIEF-AT&T announces IBEW-represented employees vote to ratify midwest wireline agreement
