AAPL,Apple launches AirPods Pro at $249
AMZN,Pentagon deal to boost Microsoft's position in cloud computing: analysts,Key dates leading up to the U.S. Pentagon's cloud-computing award to Microsoft,The Force is with Microsoft: Shares up on winning JEDI contract
GOOGL,Breakingviews - Alphabet at risk of middle-aged M&A spread,Alphabet third-quarter profit misses estimates
