AAPL,Apple co-founder says Apple Card algorithm gave wife lower credit limit,"Apple aims to launch AR Headset in 2022, AR Glasses by 2023: The Information",Apple co-founder says Apple Card algorithm gave wife lower credit limit
AMZN,Amazon's $1.5 million political gambit backfires in Seattle City Council election,Google launches smart device in Brazil in new challenge to Amazon.com,Google launches smart device in Brazil in new challenge to Amazon,RPT-Amazon's $1.5 mln political gambit backfires in Seattle City Council election
GOOGL,Google launches smart device in Brazil in new challenge to Amazon
