AAPL,Apple hit with trademark lawsuit over iPhone X 'animoji' feature,"Nikkei posts longest winning streak since 1961 on weaker yen, Abe hopes","Nikkei in reach of best run of daily gains since 1961 on weaker yen, Abe hopes"
AMZN,Daimler hits Amazon with new lawsuit over 'counterfeit' auto parts,BRIEF-Whole Foods resolves incident involving unauthorized information access at certain venues
GOOGL,Alphabet balloon project to provide limited internet in Puerto Rico,Alphabet balloon project to provide limited internet in Puerto Rico,Alphabet's CapitalG leads Lyft's $1 billion funding round
