AAPL,"BRIEF-Apple Issues Statement About Iphone Batteries, Performance; cuts Out-Of-Warranty Iphone Battery Replacement price to $29","With lineup widening, Apple depends less on iPhone X",Exclusive: Apple and Amazon in talks to set up in Saudi Arabia - sources,"Apple, Epson face French legal complaints over allegedly shortening life of products",Apple faces lawsuits after saying it slows down aging iPhones
AMZN,Exclusive: Apple and Amazon in talks to set up in Saudi Arabia - sources,BRIEF-Eros Now Available On Amazon Channels
