AAPL,Jimmy Iovine to leave Apple Music in August: Billboard,"Apple to issue fix for iPhones, Macs at risk from 'Spectre' chip flaw","Apple to issue fix for iPhones, Macs at risk from 'Spectre' chip flaw","BRIEF-Apple Says All Mac Systems And iOS Devices Are Affected By Vulnerabilities In ARM-Based, Intel CPUs"
AMZN,BRIEF-CBS All Access Says Now Available On Amazon Channels
