AAPL,Apple supplier Japan Display gets $920 million bailout from Ichigo,"LG Display looks to a more positive 2020 on OLED demand, shares rise"
AMZN,"US STOCKS-Wall Street falls on virus concerns, Amazon limits losses","US STOCKS SNAPSHOT-S&P 500 opens lower on virus concerns, Amazon supports Nasdaq","Amazon holiday sales jump as one-day shipping pays dividends, stock up 13%"
