AAPL,"Analysis: Apple aims for more control, less cost as it accelerates in chip design","Apple aims for more control, less cost as it accelerates in chip design",BRIEF-Net Element announces that its PayOnline subsidiary has launched Apple Pay support in Russia,Taiwan stocks up as Hon Hai's shares surge on strong Q4 profits
AMZN,Bezos is selling $1 bln of Amazon stock a year to fund rocket venture,Amazon acquires right to buy stake in fuel cell maker Plug Power,BRIEF-Plug Power says transaction agreement contains certain restrictions on Amazon’s ability to transfer warrant and warrant shares,Amazon acquires right to buy stake in fuel cell maker Plug Power
GOOGL,U.S. judge warns Uber in Waymo self-driving car case
