AAPL,UPDATE 2-Apple's AirPods will not escape Trump's China tariffs,Apple's AirPods will not escape Trump's China tariffs,US STOCKS-Apple drives Wall Street higher as U.S. delays some tariffs,US STOCKS-Apple leads Wall Street rally as U.S. delays on tariffs,US STOCKS-Apple leads Wall Street surge as U.S. delays on tariffs,Apple-supplier Foxconn's second-quarter profit falls less than expected
AMZN,Amazon in talks to buy up to 10% stake in India's Future Retail: Bloomberg,U.S. senators ask Amazon CEO if 'Amazon's Choice' deceives consumers
