AAPL,Breakingviews - Apple may double capital returned to investors,Broadcom says weak wireless chip demand to hurt revenue forecast,Broadcom says weak wireless chip demand to hurt revenue forecast
AMZN,Sainsbury's Asda buy could make UK tougher grocery market for Amazon,"BRIEF-Amazon Announces Plans To Expand Vancouver Tech Hub And Create 3,000 High Tech Jobs",BRIEF-Chico's Fas Says Chico's Brand Apparel And Accessories Will Soon Be Available To Purchase On Amazon.Com
