AAPL,Apple cuts current-quarter production plan for new iPhones by 10 percent: Nikkei,"Foxconn December revenue dips, first time in 10 months"
AMZN,Investors ask how the Bezos divorce will affect Amazon,Court says Amazon 'Dash' buttons violate German law,Investors question Amazon's future after Bezos announces divorce,Amazon to invest in French firm's technology for self-driving forklifts
GOOGL,Alphabet board faces lawsuit on allegations of sexual misconduct cover-up
