AAPL,"As downloaded music fades away, Apple discontinues older iPods",TransferWise links with Apple Pay globally,Nokia beats quarterly market forecasts but lowers networks outlook,Apple supplier Japan Display seeks $890 million to fund restructuring: source
AMZN,"Singapore slings? Taking on Alibaba, Amazon launches Prime Now in the city state","Singapore slings? Taking on Alibaba, Amazon launches Prime Now in the city state"
GOOGL,Google hopes to train 10 million people in Africa in online skills: CEO
