AAPL,"Apple spotlights services with TV, gaming and credit card offerings","Ovations, hugs and soaring speeches as Apple embraces Hollywood","Buffett says Apple content plan hard to predict, touts airline safety"
AMZN,Zara founder's real estate arm buys Amazon offices in Seattle
