AAPL,New Apple lab uses robots to rip apart devices for recycling materials,"RPT-EXPLAINER-How 5G drove moves by Apple, Qualcomm and Intel","Explainer: How 5G drove moves by Apple, Qualcomm and Intel"
AMZN,U.S. pilot program allows online grocery shopping with food stamps,"Amazon, facing entrenched rivals, says to shut China online store",CORRECTED-UPDATE 3-Amazon to close domestic marketplace business in China -sources
