AAPL,EU antitrust chief turns to academics to help tackle tech challenges,BRIEF-U.S. Cellular To Offer New 9.7-Inch iPad With Apple Pencil Support,BRIEF-Apple Inc Teams Up With Chicago Public Schools And Northwestern University To Bring Coding To Chicago Teachers,"Apple bid for education market: new software, same iPad price"
AMZN,"Australia shares to open steady, NZ flat",Wall Street closes lower in rocky session on Amazon losses,US STOCKS SNAPSHOT-Wall St closes down in rocky session on Amazon losses,Amazon shares fall after report Trump wants to curb its power,US STOCKS-Wall St edges up as gains in defensive shares counter Amazon losses,No U.S. policy changes on Amazon at the moment: White House official,Amazon sheds $52 bln in market value after report on Trump threat,"US STOCKS-Amazon, Apple weigh on Nasdaq","US STOCKS SNAPSHOT-Nasdaq opens lower as tech stocks, Amazon drag"
