AAPL,Apple discloses gender pay gap at UK operations,BRIEF-Apple Reports Mean Pay Gap In UK Is 5 Pct Lower For Women
AMZN,Amazon finishes higher despite Trump's new threat on shipping rates,"No White House action on Amazon at this time, but that could change: source","NO WHITE HOUSE POLICY ACTIONS ABOUT AMAZON.COM INC ARE ON TABLE AT THIS TIME, BUT THAT COULD CHANGE -SOURCE FAMILIAR WITH WHITE HOUSE PROCEEDINGS","After attacks on Amazon, U.S. Chamber criticizes targeting American business","Stocks rally on Amazon's rebound, dollar gains","US STOCKS SNAPSHOT-Wall St climbs as Amazon jumps, S&P rises past key support","GLOBAL MARKETS-Stocks rise on Amazon's rebound, dollar gains",Trump says U.S. subsidizes Amazon for shipping,Amazon shares pare some gains as Trump attacks company again,Euro zone yields pinned near lows on stock market tremors,"Supermarket retailers Casino, Auchan enter purchasing partnership talks"
