AAPL,Apple Music sets August 8 as new release date for 'Carpool Karaoke',Apple Music sets Aug. 8 as new release date for 'Carpool Karaoke',"BRIEF-Parkervision says middle district of Florida granted co's request to reopen patent infringement case against Apple, LG and Qualcomm"
AMZN,"Analysts see more gains as Amazon shares break $1,000",Brazil court orders Petrobras to supply natural gas to Eletrobras
GOOGL,Uber fires Levandowski amid Waymo self-driving dispute
