AAPL,"Amazon touches $1 trillion, on pace to overtake Apple",Amazon hits $1 trillion market value milestone
AMZN,"Amazon touches $1 trillion, on pace to overtake Apple","Amazon, Berkshire, JPMorgan's healthcare venture names COO",Amazon hits $1 trillion market value milestone,Amazon eyes Chilean skies as it seeks to datamine the stars,"Amazon India unveils Hindi website, app in battle with Flipkart"
